Indicator,Measure,Year,Geography,Rate,95% Confidence Interval,Cases,Population,Significant Compared to Ontario,Suppression Flag
Incidence of lung cancer,Age-standardized rate (females),2011,City of Hamilton Public Health Services,67.3,(57.9-76.6),202.0,272237.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,City of Hamilton Public Health Services,70.7,(61.2-80.2),219.0,274670.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,City of Hamilton Public Health Services,69.8,(60.5-79.1),222.0,277310.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,City of Hamilton Public Health Services,67.7,(58.7-76.7),221.0,279525.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Hastings Prince Edward Public Health,86.2,(68.5-103.9),93.0,83277.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,Hastings Prince Edward Public Health,100.3,(81.3-119.3),110.0,83507.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Hastings Prince Edward Public Health,82.5,(65.5-99.6),92.0,83376.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Hastings Prince Edward Public Health,91.3,(73.5-109.1),103.0,83324.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Hastings Prince Edward Public Health,81.6,(65.0-98.1),96.0,83116.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Huron Perth Public Health,85.6,(56.2-115.0),34.0,30502.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Huron Perth Public Health,70.7,(44.7-96.7),29.0,30512.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Huron Perth Public Health,73.3,(46.6-100.0),30.0,29973.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Huron Perth Public Health,52.9,(31.1-74.7),23.0,29899.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Huron Perth Public Health,77.3,(50.1-104.5),33.0,29795.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Chatham-Kent Public Health,67.0,(47.0-86.9),44.0,54809.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Chatham-Kent Public Health,80.2,(58.5-102.0),54.0,54418.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Chatham-Kent Public Health,86.7,(64.2-109.1),59.0,54296.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Chatham-Kent Public Health,73.5,(53.1-93.9),51.0,54176.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Chatham-Kent Public Health,80.5,(58.8-102.2),55.0,54062.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,"Kingston, Frontenac and Lennox & Addington Public Health",71.4,(56.0-86.7),84.0,99128.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,"Kingston, Frontenac and Lennox & Addington Public Health",74.6,(59.0-90.2),89.0,99668.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,"Kingston, Frontenac and Lennox & Addington Public Health",82.9,(66.5-99.3),100.0,100385.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,"Kingston, Frontenac and Lennox & Addington Public Health",72.8,(57.5-88.1),89.0,100824.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,"Kingston, Frontenac and Lennox & Addington Public Health",80.1,(64.4-95.8),102.0,101315.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Lambton Public Health,60.2,(43.6-76.9),51.0,67067.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Lambton Public Health,72.6,(53.9-91.2),60.0,66930.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Lambton Public Health,73.0,(55.2-90.8),66.0,66791.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Lambton Public Health,80.1,(61.0-99.1),70.0,66573.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Lambton Public Health,66.3,(49.7-82.9),62.0,66332.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,"Leeds, Grenville & Lanark District Health Unit",80.5,(63.7-97.4),89.0,85850.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,"Leeds, Grenville & Lanark District Health Unit",87.4,(69.9-104.9),98.0,86011.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,"Leeds, Grenville & Lanark District Health Unit",68.4,(53.3-83.4),80.0,86112.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,"Leeds, Grenville & Lanark District Health Unit",87.6,(70.8-104.4),106.0,86055.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,"Leeds, Grenville & Lanark District Health Unit",70.3,(55.5-85.1),88.0,86116.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Middlesex-London Health Unit,63.5,(53.4-73.6),154.0,230175.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Middlesex-London Health Unit,58.4,(48.8-68.0),145.0,231686.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Middlesex-London Health Unit,64.2,(54.3-74.1),164.0,233974.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Middlesex-London Health Unit,63.5,(53.8-73.2),167.0,236005.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Middlesex-London Health Unit,66.4,(56.6-76.2),178.0,238074.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Niagara Region Public Health,73.2,(63.1-83.3),208.0,226281.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,Niagara Region Public Health,67.5,(57.8-77.1),192.0,226965.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Niagara Region Public Health,75.7,(65.6-85.8),222.0,227912.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Niagara Region Public Health,71.0,(61.3-80.7),213.0,228576.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Niagara Region Public Health,66.6,(57.4-75.7),207.0,229688.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,North Bay Parry Sound District Health Unit,82.9,(63.4-102.5),70.0,64625.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,North Bay Parry Sound District Health Unit,78.5,(59.6-97.3),67.0,64850.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,North Bay Parry Sound District Health Unit,75.8,(57.1-94.5),65.0,64877.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,North Bay Parry Sound District Health Unit,79.8,(61.5-98.1),74.0,64762.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,North Bay Parry Sound District Health Unit,90.1,(70.6-109.7),83.0,64716.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Northwestern Health Unit,62.9,(38.6-87.2),26.0,40454.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Northwestern Health Unit,61.5,(37.3-85.7),25.0,40471.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Northwestern Health Unit,50.2,(28.6-71.7),21.0,40443.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Northwestern Health Unit,63.5,(39.5-87.6),27.0,40465.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Northwestern Health Unit,54.4,(32.6-76.2),24.0,40476.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Ottawa Public Health,63.9,(56.4-71.4),284.0,459667.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Ottawa Public Health,63.4,(56.0-70.7),291.0,466273.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Ottawa Public Health,65.9,(58.5-73.3),309.0,472337.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Ottawa Public Health,67.4,(60.0-74.7),325.0,478537.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Ottawa Public Health,70.2,(62.9-77.6),353.0,483933.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Peel Public Health,41.8,(36.2-47.3),218.0,665119.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2011,Peel Public Health,43.4,(37.9-49.0),237.0,676908.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2012,Peel Public Health,44.9,(39.3-50.4),254.0,689013.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2013,Peel Public Health,43.7,(38.4-49.0),264.0,702973.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2014,Peel Public Health,42.5,(37.4-47.7),267.0,716049.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2010,Huron Perth Public Health,50.1,(28.7-71.5),22.0,39047.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Huron Perth Public Health,63.9,(40.2-87.6),29.0,39062.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Huron Perth Public Health,61.1,(38.0-84.1),28.0,39298.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Huron Perth Public Health,59.6,(37.6-81.6),29.0,39480.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Huron Perth Public Health,57.0,(35.6-78.4),28.0,39638.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Peterborough Public Health,65.4,(49.0-81.8),63.0,71247.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Peterborough Public Health,78.0,(59.6-96.4),71.0,71330.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Peterborough Public Health,78.6,(60.8-96.4),77.0,71617.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Peterborough Public Health,93.6,(74.4-112.9),95.0,71971.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Peterborough Public Health,74.0,(57.1-91.0),75.0,72173.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Porcupine Health Unit,68.1,(44.5-91.8),32.0,43902.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Porcupine Health Unit,77.4,(52.1-102.8),36.0,43768.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Porcupine Health Unit,82.1,(56.3-107.9),39.0,43536.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Porcupine Health Unit,99.1,(71.1-127.2),48.0,43347.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Porcupine Health Unit,96.5,(69.4-123.5),49.0,43046.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Renfrew County and District Health Unit,71.5,(50.9-92.1),47.0,52176.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Renfrew County and District Health Unit,91.8,(68.4-115.3),60.0,52385.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Renfrew County and District Health Unit,86.9,(64.4-109.3),59.0,52508.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Renfrew County and District Health Unit,92.7,(69.9-115.5),65.0,52610.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Renfrew County and District Health Unit,88.7,(66.4-110.9),63.0,52668.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Eastern Ontario Health Unit,94.8,(77.2-112.4),112.0,102113.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,Eastern Ontario Health Unit,82.5,(66.2-98.8),99.0,102610.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Eastern Ontario Health Unit,97.4,(79.9-114.9),120.0,103145.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Eastern Ontario Health Unit,113.9,(95.2-132.6),145.0,103341.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Eastern Ontario Health Unit,104.2,(86.5-122.0),134.0,103559.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Simcoe Muskoka District Health Unit,72.8,(63.0-82.7),212.0,259802.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,Simcoe Muskoka District Health Unit,75.7,(65.8-85.7),224.0,262505.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Simcoe Muskoka District Health Unit,82.0,(71.9-92.1),256.0,266133.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Simcoe Muskoka District Health Unit,90.1,(79.7-100.5),291.0,269706.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Simcoe Muskoka District Health Unit,79.3,(69.7-88.9),266.0,273289.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Public Health Sudbury & Districts,84.0,(67.3-100.7),98.0,101106.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,Public Health Sudbury & Districts,91.2,(74.0-108.5),108.0,100980.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Public Health Sudbury & Districts,82.5,(66.3-98.8),100.0,101068.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Public Health Sudbury & Districts,110.9,(92.2-129.5),137.0,101169.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Public Health Sudbury & Districts,82.4,(66.5-98.3),105.0,100847.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Thunder Bay District Health Unit,80.5,(61.8-99.2),72.0,78615.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,Thunder Bay District Health Unit,82.6,(63.7-101.5),74.0,78485.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Thunder Bay District Health Unit,76.4,(58.4-94.4),70.0,78446.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Thunder Bay District Health Unit,90.9,(71.7-110.1),87.0,78338.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Thunder Bay District Health Unit,80.1,(62.1-98.1),77.0,78100.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Timiskaming Health Unit,64.5,(31.5-97.4),15.0,17618.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Timiskaming Health Unit,120.6,(76.5-164.8),29.0,17572.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Timiskaming Health Unit,112.7,(69.9-155.6),27.0,17484.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Timiskaming Health Unit,73.8,(39.2-108.5),18.0,17397.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Timiskaming Health Unit,73.3,(40.2-106.3),19.0,17307.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Region of Waterloo Public Health and Emergency Services,54.0,(44.6-63.3),129.0,260637.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Region of Waterloo Public Health and Emergency Services,59.2,(49.6-68.9),146.0,263713.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Region of Waterloo Public Health and Emergency Services,57.1,(47.8-66.5),144.0,266483.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Region of Waterloo Public Health and Emergency Services,58.0,(48.7-67.2),152.0,268846.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Region of Waterloo Public Health and Emergency Services,57.9,(48.7-67.1),154.0,270905.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Wellington-Dufferin-Guelph Public Health,62.7,(49.3-76.2),84.0,136821.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Wellington-Dufferin-Guelph Public Health,54.0,(41.8-66.3),75.0,138080.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Wellington-Dufferin-Guelph Public Health,64.8,(51.5-78.0),92.0,139506.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Wellington-Dufferin-Guelph Public Health,61.1,(48.4-73.7),90.0,140631.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Wellington-Dufferin-Guelph Public Health,64.6,(51.8-77.5),99.0,142271.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Windsor-Essex County Health Unit,65.5,(54.6-76.4),140.0,201796.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Windsor-Essex County Health Unit,72.1,(60.9-83.4),159.0,201607.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Windsor-Essex County Health Unit,70.7,(59.6-81.8),158.0,202343.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Windsor-Essex County Health Unit,61.3,(51.2-71.4),143.0,202689.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Windsor-Essex County Health Unit,75.6,(64.4-86.7),179.0,203209.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,York Region Public Health,41.6,(35.7-47.5),191.0,529254.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2011,York Region Public Health,44.7,(38.7-50.7),215.0,540597.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2012,York Region Public Health,42.6,(36.9-48.4),215.0,550898.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2013,York Region Public Health,38.3,(33.0-43.6),204.0,560943.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2014,York Region Public Health,41.0,(35.7-46.3),229.0,571520.0,Lower,
